model,model_name,index,method,dimension,M,efConstruction,efSearch,nlist,nprobe,pq_m,pq_bits,build_sec,train_sec,add_sec,precision@1,precision@3,precision@5,precision@10,precision@20,precision@50,recall@1,recall@3,recall@5,recall@10,recall@20,recall@50,f1@1,f1@3,f1@5,f1@10,f1@20,f1@50,hit@1,hit@3,hit@5,hit@10,hit@20,hit@50,ndcg@1,ndcg@3,ndcg@5,ndcg@10,ndcg@20,ndcg@50,mrr,map,ann_recall@1,ann_recall@3,ann_recall@5,ann_recall@10,ann_recall@20,ann_recall@50,search_mean_ms,search_p50_ms,search_p95_ms,search_p99_ms
bge,BAAI/bge-base-en-v1.5,IVFPQ_nlist128_nprobe32,IVF-PQ,768,,,,128.0,32.0,48.0,8.0,12.682699771000443,9.769779737000135,2.912920034000308,0.038931297709923665,0.025445292620865135,0.020763358778625958,0.014732824427480917,0.009618320610687023,0.005618320610687024,0.02480582818369078,0.046168968859808555,0.0572527271444897,0.07811460624727586,0.09723669704875597,0.13638312314174694,0.028304159792709407,0.030082063822521838,0.027807823195115516,0.02307828090648973,0.016598344998561946,0.01047168284152855,0.038931297709923665,0.0732824427480916,0.09770992366412214,0.13053435114503817,0.1648854961832061,0.22137404580152673,0.038931297709923665,0.04395319829962731,0.04864910518926585,0.05597082130236189,0.061903410748973604,0.0714096343288791,0.06844528695622494,0.043969412426474654,0.31297709923664124,0.3931297709923664,0.40900763358778625,0.43404580152671757,0.4637022900763359,0.48745038167938937,1.0153233679340548,0.9925179997480882,1.271683949948965,1.5215890799026976
e5,intfloat/e5-base-v2,IVFPQ_nlist512_nprobe32,IVF-PQ,768,,,,512.0,32.0,48.0,8.0,15.100016140999742,11.954737483999907,3.145278656999835,0.026717557251908396,0.017048346055979643,0.01435114503816794,0.009923664122137405,0.006679389312977099,0.0039847328244274815,0.017352780806979277,0.030647946201381313,0.04205095632535944,0.05618036381354556,0.07375669969140816,0.10776463619934468,0.019502935571637858,0.020230384543361644,0.01978375737917723,0.01590584316239247,0.011784149970514819,0.007513447889949078,0.026717557251908396,0.04961832061068702,0.06870229007633588,0.09083969465648854,0.11908396946564885,0.17099236641221374,0.026717557251908396,0.029062116104953545,0.03373994243329054,0.03878569462746307,0.04387913236900635,0.051779516860919785,0.047053834336132576,0.030476895644328914,0.1717557251908397,0.22213740458015266,0.23740458015267177,0.263969465648855,0.28938931297709924,0.3307175572519084,0.4370295244423007,0.4180155001449748,0.6031849499549934,0.7245319299408954
e5,intfloat/e5-base-v2,IVFPQ_nlist128_nprobe4,IVF-PQ,768,,,,128.0,4.0,48.0,8.0,12.511749128000247,9.557819145999929,2.953929982000318,0.0183206106870229,0.011704834605597963,0.009618320610687023,0.007328244274809162,0.005114503816793892,0.0028091603053435115,0.01138495092693566,0.023598691384950927,0.029419302071973824,0.042128316975645216,0.05474179602001593,0.06935892962233138,0.01314827665972704,0.014787350054525627,0.013484632415930127,0.011723504143510807,0.008954549233099978,0.005246456767413699,0.0183206106870229,0.035114503816793895,0.04732824427480916,0.06870229007633588,0.09236641221374046,0.1183206106870229,0.0183206106870229,0.02103986498462697,0.02372255336572535,0.028436808289818,0.03228786009834922,0.03589655917281353,0.033753850275471606,0.02161118635745047,0.11755725190839694,0.15063613231552161,0.16137404580152673,0.18305343511450384,0.2088549618320611,0.23798473282442748,0.2472549480954575,0.2368390000810905,0.310799100134318,0.4214945099829494
e5,intfloat/e5-base-v2,IVFPQ_nlist256_nprobe8,IVF-PQ,768,,,,256.0,8.0,48.0,8.0,13.457965526999942,10.479222773999936,2.978742753000006,0.01984732824427481,0.012213740458015267,0.01083969465648855,0.007938931297709924,0.005877862595419847,0.003236641221374046,0.012227371864776444,0.022755361686659394,0.031485286853742606,0.04314135131515058,0.06409130890632954,0.08420367321716714,0.014115473161274688,0.01476564995648965,0.014829962234542388,0.012471733390068183,0.01029453990130226,0.00608235424358051,0.01984732824427481,0.0366412213740458,0.05267175572519084,0.07633587786259542,0.10229007633587786,0.13740458015267176,0.01984732824427481,0.021067598273180863,0.025070450400070443,0.0293139993898238,0.035438499390458705,0.040312592541758605,0.03659841946648789,0.02298126964085502,0.14045801526717558,0.1727735368956743,0.1969465648854962,0.22748091603053436,0.2538931297709924,0.2869465648854962,0.280558973276379,0.2740850000009232,0.346772549914931,0.4453541598377351
e5,intfloat/e5-base-v2,IVFPQ_nlist256_nprobe4,IVF-PQ,768,,,,256.0,4.0,48.0,8.0,13.457965526999942,10.479222773999936,2.978742753000006,0.017557251908396947,0.010941475826972009,0.00916030534351145,0.007251908396946565,0.005114503816793893,0.00283969465648855,0.01120956015994184,0.019981824790985096,0.026332615098017417,0.038955600679018265,0.05426942595467559,0.07123929662683634,0.012715982067127105,0.01302264741196039,0.0124404730129921,0.011310661637393374,0.008891116021276986,0.005316267519821649,0.017557251908396947,0.03282442748091603,0.0450381679389313,0.06946564885496183,0.08778625954198473,0.11984732824427481,0.017557251908396947,0.018840671737765744,0.021639613248346654,0.026193277405139086,0.030717127562212312,0.03488744558071168,0.03231483135327448,0.020144200581314414,0.13206106870229006,0.16259541984732825,0.18442748091603056,0.20923664122137406,0.23209923664122134,0.25859541984732826,0.2099616541987652,0.20488299992393877,0.24909114995352866,0.33282847011378286
bge,BAAI/bge-base-en-v1.5,IVFPQ_nlist64_nprobe32,IVF-PQ,768,,,,64.0,32.0,48.0,8.0,12.413034198999867,9.496211351000056,2.9168228479998106,0.038931297709923665,0.02900763358778626,0.023206106870229008,0.015419847328244278,0.010229007633587788,0.005954198473282443,0.021656064461407974,0.0489122412786535,0.06683658613337788,0.08467691692218196,0.10646591672644892,0.14486231252742487,0.025533101334628047,0.03292997079256621,0.03133191572684164,0.024220242068604084,0.017769615092074163,0.011133152935075625,0.038931297709923665,0.08091603053435115,0.10763358778625955,0.13282442748091602,0.16793893129770993,0.22748091603053436,0.038931297709923665,0.045138251676215525,0.05169817838801807,0.05782496789688187,0.06466120859342923,0.07432499094591076,0.07014384758808445,0.04443234385071881,0.33587786259541985,0.38880407124681937,0.4158778625954198,0.44977099236641227,0.46961832061068703,0.4915725190839695,1.9424553702265257,1.9430469999406341,2.333387650014629,2.52793742004542
bge,BAAI/bge-base-en-v1.5,HNSW_M64_efSearch256,HNSW,768,64.0,200.0,256.0,,,,,42.794885499999964,,,0.0717557251908397,0.04885496183206107,0.03603053435114504,0.024656488549618317,0.01599236641221374,0.008641221374045802,0.04315952844242023,0.08312847912701977,0.0994901666495538,0.13154788416528662,0.16694377887079065,0.2166269667758938,0.04968068403182907,0.056243600825762345,0.04842547252179045,0.03855934122669096,0.027727737011685717,0.016174878856801547,0.0717557251908397,0.13129770992366413,0.15725190839694655,0.2015267175572519,0.24885496183206107,0.3152671755725191,0.0717557251908397,0.07958232975422308,0.08505674490084156,0.09616041035744063,0.10648831486976816,0.11855252010964712,0.114875506655801,0.07698517779879221,0.9961832061068703,0.9966921119592876,0.9970992366412214,0.9957251908396946,0.9937404580152671,0.988854961832061,2.0188020549623253,2.0032955000033326,2.5853661998780804,2.810408429850214
e5,intfloat/e5-base-v2,IVF_nlist512_nprobe64,IVF-Flat,768,,,,512.0,64.0,,,3.2794744940003966,2.9403358330002902,0.33913866100010637,0.059541984732824425,0.03791348600508906,0.029923664122137407,0.020229007633587787,0.01286259541984733,0.006854961832061069,0.03772719011268629,0.06896378144132971,0.08863147803650721,0.11476594790815949,0.13990126187557753,0.17796272015322587,0.04339788286353172,0.04528369848980536,0.041571248937661155,0.03236436124399902,0.02256877190879108,0.012873452454733873,0.059541984732824425,0.10458015267175573,0.13816793893129772,0.17480916030534352,0.2083969465648855,0.2633587786259542,0.059541984732824425,0.06505596337521208,0.07299988448777267,0.08249096156071199,0.09007247136851884,0.09925022906967113,0.09581280562269585,0.06543023836565884,0.8801526717557252,0.8811704834605597,0.8693129770992366,0.8602290076335879,0.8518702290076334,0.836320610687023,2.5660698648854114,2.5346099998841964,3.065434850191195,3.3256320497730485
bge,BAAI/bge-base-en-v1.5,IVF_nlist512_nprobe64,IVF-Flat,768,,,,512.0,64.0,,,3.4289282059999096,3.057235736999928,0.37169246899998143,0.07099236641221374,0.0470737913486005,0.03374045801526718,0.02282442748091603,0.014809160305343511,0.007832061068702292,0.04245978289534643,0.07989559773246581,0.09223825825260726,0.12039501667654127,0.15243665188611538,0.1939100639702145,0.0489573107130359,0.05362394736641422,0.04492154492715786,0.035528331413404356,0.0256094469660807,0.014654316853871568,0.07099236641221374,0.12442748091603054,0.14580152671755725,0.18625954198473282,0.22900763358778625,0.283206106870229,0.07099236641221374,0.07751296323448907,0.08097005890600123,0.09054962909224035,0.09998731175709294,0.11005380758293525,0.10907158190040661,0.07336647556117351,0.9480916030534351,0.9376590330788805,0.9370992366412213,0.924732824427481,0.9172900763358779,0.8956335877862597,2.6693730633590396,2.6453369999899223,3.3249865500124542,3.5936952599195147
bge,BAAI/bge-base-en-v1.5,HNSW_M64_efSearch64,HNSW,768,64.0,200.0,64.0,,,,,42.794885499999964,,,0.0717557251908397,0.04885496183206106,0.03572519083969466,0.024045801526717557,0.015763358778625954,0.008625954198473283,0.04315952844242023,0.08297398985039309,0.09945199871062252,0.12944561832256277,0.1651277725700515,0.21497139060368323,0.04968068403182907,0.05608911154913566,0.048105588843128134,0.03768695677124693,0.027323073619622894,0.01610955385532168,0.0717557251908397,0.13129770992366413,0.15725190839694655,0.19770992366412213,0.2450381679389313,0.3114503816793893,0.0717557251908397,0.07958232975422307,0.08484250107231833,0.09513245549505692,0.1055804790174551,0.11770833072039304,0.11421732223833866,0.07653449076034236,0.9809160305343512,0.9793893129770992,0.9780152671755725,0.9719847328244274,0.9588167938931297,0.9240916030534351,0.609050633587484,0.6059544999743594,0.8173447000103806,0.9484726299865546
bge,BAAI/bge-base-en-v1.5,IVF_nlist512_nprobe4,IVF-Flat,768,,,,512.0,4.0,,,3.4289282059999096,3.057235736999928,0.37169246899998143,0.05114503816793893,0.03155216284987277,0.0233587786259542,0.015496183206106871,0.010267175572519084,0.005236641221374046,0.030675465659280306,0.055737564290081226,0.0656366918800485,0.08336781995468805,0.1062973141246402,0.1277972783249861,0.03508299762902367,0.036166937388311435,0.03133683808582776,0.02423082788351094,0.017738834259578055,0.00976999914310445,0.05114503816793893,0.09083969465648854,0.1083969465648855,0.13511450381679388,0.17022900763358778,0.20229007633587787,0.05114503816793893,0.05441951138424681,0.05728027721417967,0.06318135753964918,0.07002404140339868,0.07543945107391373,0.0792577492690316,0.05039919784815958,0.6854961832061068,0.6590330788804071,0.6366412213740458,0.6031297709923663,0.5770610687022901,0.5210534351145037,0.23964383816875143,0.2288340000404787,0.3443530500135239,0.4090409301466026
bge,BAAI/bge-base-en-v1.5,HNSW_M64_efSearch32,HNSW,768,64.0,200.0,32.0,,,,,42.794885499999964,,,0.07022900763358779,0.04732824427480915,0.03480916030534351,0.023206106870229008,0.015114503816793894,0.008381679389312977,0.04160911183811947,0.08063901005694898,0.09673533952786545,0.12281674539934766,0.15567091730886307,0.20676362658204406,0.048145484710370196,0.05448605811402116,0.0469184172361092,0.03624596067376228,0.02614337874593532,0.015629970526909204,0.07022900763358779,0.12748091603053435,0.15267175572519084,0.18854961832061068,0.23129770992366414,0.2969465648854962,0.07022900763358779,0.07724535070998302,0.08239655485358115,0.0914745268257653,0.10122859350743695,0.11360165108406511,0.11064503448666561,0.07399262475485723,0.9564885496183206,0.9511450381679389,0.9470229007633587,0.9319847328244275,0.9052290076335877,0.8402290076335877,0.3850503786268482,0.380970499918476,0.5355771999461467,0.6097156000646464
bge,BAAI/bge-base-en-v1.5,IVF_nlist256_nprobe8,IVF-Flat,768,,,,256.0,8.0,,,1.6909005310003522,1.4442827090001629,0.24661782200018934,0.055725190839694655,0.036132315521628496,0.025954198473282442,0.017557251908396947,0.011221374045801528,0.0060458015267175575,0.03395802595847499,0.062169888311558716,0.07029335305716086,0.09431408348673727,0.11504254078008007,0.14676565545166803,0.03915430201689743,0.04165291451550993,0.03448066740448486,0.027448394758411068,0.019425606387447388,0.01130116400976524,0.055725190839694655,0.1,0.11755725190839694,0.1480916030534351,0.18244274809160305,0.2297709923664122,0.055725190839694655,0.06071669445708453,0.06293902589899682,0.07104324493057425,0.07739794274495222,0.0853061348843754,0.08758590817583325,0.056689151416224194,0.7755725190839695,0.7531806615776081,0.7429007633587786,0.7174045801526717,0.6988931297709924,0.6511145038167939,0.6291922641233262,0.6068444999982603,0.9131160500828627,1.0549535100199137
bge,BAAI/bge-base-en-v1.5,HNSW_M16_efSearch128,HNSW,768,16.0,200.0,128.0,,,,,32.330048008000176,,,0.07099236641221374,0.04834605597964376,0.03587786259541985,0.024198473282442748,0.015801526717557253,0.008564885496183207,0.042905075516211574,0.08242873357994597,0.0999990725019711,0.12997572858549744,0.16638943499583608,0.21445957310086652,0.04929900464251609,0.0556474539700735,0.04830733366319357,0.037871150507067824,0.027409016322901967,0.016007341760530504,0.07099236641221374,0.13053435114503817,0.15725190839694655,0.19770992366412213,0.24580152671755726,0.30916030534351147,0.07099236641221374,0.07897569694101483,0.08481138859598263,0.09510761885287387,0.10566943329883455,0.11744046059039823,0.11357554774561834,0.07643652742887683,0.983969465648855,0.9821882951653943,0.9819847328244276,0.9764885496183207,0.9676335877862595,0.9441679389312978,0.7639091832052561,0.7577134999792179,0.9958362500469775,1.1214426899687184
