method,alpha,k,qid,precision,recall,f1,hit_rate,ndcg,mrr,ap,latency_total_ms,candidate_jaccard,oracle_union_recall,bm25_dense_overlap,bm25_gold_hits,dense_gold_hits,both_gold_hits,bm25_only_gold_hits,dense_only_gold_hits
weighted_fusion,0.6,5,faffcc6ef27c1441e6528f924e320368430d8da3,0.2,0.25,0.22222222222222224,1.0,0.15101961822780524,0.2,0.05,298.1569840001157,0.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.6,10,faffcc6ef27c1441e6528f924e320368430d8da3,0.1,0.25,0.14285714285714288,1.0,0.15101961822780524,0.2,0.05,298.1569840001157,0.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.6,20,faffcc6ef27c1441e6528f924e320368430d8da3,0.05,0.25,0.08333333333333334,1.0,0.15101961822780524,0.2,0.05,298.1569840001157,0.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.6,50,faffcc6ef27c1441e6528f924e320368430d8da3,0.02,0.25,0.037037037037037035,1.0,0.15101961822780524,0.2,0.05,298.1569840001157,0.02040816326530612,0.5,2.0,0.0,2.0,0.0,0.0,2.0
weighted_fusion,0.6,1,afad388a0141bdda5ca9586803ac53d5f10f41f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.86840900018433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,afad388a0141bdda5ca9586803ac53d5f10f41f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.86840900018433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,afad388a0141bdda5ca9586803ac53d5f10f41f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.86840900018433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,afad388a0141bdda5ca9586803ac53d5f10f41f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.86840900018433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,afad388a0141bdda5ca9586803ac53d5f10f41f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.86840900018433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,afad388a0141bdda5ca9586803ac53d5f10f41f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.86840900018433,0.010101010101010102,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,baaa6ad7148b785429a20f38786cd03ab9a2646e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.02241999993203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,baaa6ad7148b785429a20f38786cd03ab9a2646e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.02241999993203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,baaa6ad7148b785429a20f38786cd03ab9a2646e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.02241999993203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,baaa6ad7148b785429a20f38786cd03ab9a2646e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.02241999993203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,baaa6ad7148b785429a20f38786cd03ab9a2646e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.02241999993203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,baaa6ad7148b785429a20f38786cd03ab9a2646e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.02241999993203,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0
weighted_fusion,0.6,1,0bde3ecfdd7c4a9af23f53da2cda6cd7a8398220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.14639800006626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,0bde3ecfdd7c4a9af23f53da2cda6cd7a8398220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.14639800006626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,0bde3ecfdd7c4a9af23f53da2cda6cd7a8398220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.14639800006626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,0bde3ecfdd7c4a9af23f53da2cda6cd7a8398220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.14639800006626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,0bde3ecfdd7c4a9af23f53da2cda6cd7a8398220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.14639800006626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,0bde3ecfdd7c4a9af23f53da2cda6cd7a8398220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.14639800006626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,f7ee48dd32c666ef83a4ae4aa06bcde85dd8ec4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.51945400004115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,f7ee48dd32c666ef83a4ae4aa06bcde85dd8ec4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.51945400004115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,f7ee48dd32c666ef83a4ae4aa06bcde85dd8ec4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.51945400004115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,f7ee48dd32c666ef83a4ae4aa06bcde85dd8ec4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.51945400004115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,f7ee48dd32c666ef83a4ae4aa06bcde85dd8ec4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.51945400004115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,f7ee48dd32c666ef83a4ae4aa06bcde85dd8ec4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.51945400004115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,051034cc94f2c02d3041575c53f969b3311c9ea1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.9997889999122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,051034cc94f2c02d3041575c53f969b3311c9ea1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.9997889999122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,051034cc94f2c02d3041575c53f969b3311c9ea1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.9997889999122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,051034cc94f2c02d3041575c53f969b3311c9ea1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.9997889999122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,051034cc94f2c02d3041575c53f969b3311c9ea1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.9997889999122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,051034cc94f2c02d3041575c53f969b3311c9ea1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.9997889999122,0.1111111111111111,0.0,10.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,511e46b5aa8e1ee9e7dc890f47fa15ef94d4a0af,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,182.24039000006087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,511e46b5aa8e1ee9e7dc890f47fa15ef94d4a0af,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,182.24039000006087,0.2,1.0,1.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.6,5,511e46b5aa8e1ee9e7dc890f47fa15ef94d4a0af,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,182.24039000006087,0.1111111111111111,1.0,1.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.6,10,511e46b5aa8e1ee9e7dc890f47fa15ef94d4a0af,0.1,1.0,0.18181818181818182,1.0,0.3562071871080222,0.16666666666666666,0.16666666666666666,182.24039000006087,0.05263157894736842,1.0,1.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.6,20,511e46b5aa8e1ee9e7dc890f47fa15ef94d4a0af,0.05,1.0,0.09523809523809523,1.0,0.3562071871080222,0.16666666666666666,0.16666666666666666,182.24039000006087,0.02564102564102564,1.0,1.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.6,50,511e46b5aa8e1ee9e7dc890f47fa15ef94d4a0af,0.02,1.0,0.0392156862745098,1.0,0.3562071871080222,0.16666666666666666,0.16666666666666666,182.24039000006087,0.041666666666666664,1.0,4.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.6,1,6b4006a90aeaaff8914052d72d28851a9c0c0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.47074400033307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,6b4006a90aeaaff8914052d72d28851a9c0c0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.47074400033307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,6b4006a90aeaaff8914052d72d28851a9c0c0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.47074400033307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,6b4006a90aeaaff8914052d72d28851a9c0c0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.47074400033307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,6b4006a90aeaaff8914052d72d28851a9c0c0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.47074400033307,0.02564102564102564,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,6b4006a90aeaaff8914052d72d28851a9c0c0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.47074400033307,0.02040816326530612,0.0,2.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,eccbbe3684d0cf6b794cb4eef379bb1c8bcc33bf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.7764089999564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,eccbbe3684d0cf6b794cb4eef379bb1c8bcc33bf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.7764089999564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,eccbbe3684d0cf6b794cb4eef379bb1c8bcc33bf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.7764089999564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,eccbbe3684d0cf6b794cb4eef379bb1c8bcc33bf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.7764089999564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,eccbbe3684d0cf6b794cb4eef379bb1c8bcc33bf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.7764089999564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,eccbbe3684d0cf6b794cb4eef379bb1c8bcc33bf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.7764089999564,0.010101010101010102,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,a3705b53c6710b41154c65327b7bbec175bdfae7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.494667999832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,a3705b53c6710b41154c65327b7bbec175bdfae7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.494667999832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,a3705b53c6710b41154c65327b7bbec175bdfae7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.494667999832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,a3705b53c6710b41154c65327b7bbec175bdfae7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.494667999832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,a3705b53c6710b41154c65327b7bbec175bdfae7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.494667999832,0.02564102564102564,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,a3705b53c6710b41154c65327b7bbec175bdfae7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.494667999832,0.010101010101010102,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,b62b7ec5128219f04be41854247d5af992797937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.40680999994584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,b62b7ec5128219f04be41854247d5af992797937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.40680999994584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,b62b7ec5128219f04be41854247d5af992797937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.40680999994584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,b62b7ec5128219f04be41854247d5af992797937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.40680999994584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,b62b7ec5128219f04be41854247d5af992797937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.40680999994584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,b62b7ec5128219f04be41854247d5af992797937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.40680999994584,0.010101010101010102,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,e8fa4303b36a47a5c87f862458442941bbdff7d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.4424570002284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,e8fa4303b36a47a5c87f862458442941bbdff7d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.4424570002284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,e8fa4303b36a47a5c87f862458442941bbdff7d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.4424570002284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,e8fa4303b36a47a5c87f862458442941bbdff7d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.4424570002284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,e8fa4303b36a47a5c87f862458442941bbdff7d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.4424570002284,0.02564102564102564,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,e8fa4303b36a47a5c87f862458442941bbdff7d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.4424570002284,0.02040816326530612,0.0,2.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,51e9f446d987219bc069222731dfc1081957ce1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.46514199992816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,51e9f446d987219bc069222731dfc1081957ce1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.46514199992816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,51e9f446d987219bc069222731dfc1081957ce1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.46514199992816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,51e9f446d987219bc069222731dfc1081957ce1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.46514199992816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,51e9f446d987219bc069222731dfc1081957ce1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.46514199992816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,51e9f446d987219bc069222731dfc1081957ce1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.46514199992816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,13fb28e8b7f34fe600b29fb842deef75608c1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.1399129999063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,13fb28e8b7f34fe600b29fb842deef75608c1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.1399129999063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,13fb28e8b7f34fe600b29fb842deef75608c1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.1399129999063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,13fb28e8b7f34fe600b29fb842deef75608c1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.1399129999063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,13fb28e8b7f34fe600b29fb842deef75608c1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.1399129999063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,13fb28e8b7f34fe600b29fb842deef75608c1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.1399129999063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,d5bce5da746a075421c80abe10c97ad11a96c6cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.2635340000561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,d5bce5da746a075421c80abe10c97ad11a96c6cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.2635340000561,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,d5bce5da746a075421c80abe10c97ad11a96c6cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.2635340000561,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,d5bce5da746a075421c80abe10c97ad11a96c6cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.2635340000561,0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,d5bce5da746a075421c80abe10c97ad11a96c6cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.2635340000561,0.1111111111111111,0.0,4.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,d5bce5da746a075421c80abe10c97ad11a96c6cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.2635340000561,0.16279069767441862,0.0,14.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,930733efb3b97e1634b4dcd77123d4d5731e8807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0377209999715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,930733efb3b97e1634b4dcd77123d4d5731e8807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0377209999715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,930733efb3b97e1634b4dcd77123d4d5731e8807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0377209999715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,930733efb3b97e1634b4dcd77123d4d5731e8807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0377209999715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,930733efb3b97e1634b4dcd77123d4d5731e8807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0377209999715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,930733efb3b97e1634b4dcd77123d4d5731e8807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0377209999715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,11f9c207476af75a9272105e646df02594059c3f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.3616900000361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,11f9c207476af75a9272105e646df02594059c3f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.3616900000361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,11f9c207476af75a9272105e646df02594059c3f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.3616900000361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,11f9c207476af75a9272105e646df02594059c3f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.3616900000361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,11f9c207476af75a9272105e646df02594059c3f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.3616900000361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,11f9c207476af75a9272105e646df02594059c3f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.3616900000361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,b32de10d84b808886d7a91ab0c423d4fc751384c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.11658800010082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,b32de10d84b808886d7a91ab0c423d4fc751384c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.11658800010082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,b32de10d84b808886d7a91ab0c423d4fc751384c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.11658800010082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,b32de10d84b808886d7a91ab0c423d4fc751384c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.11658800010082,0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,b32de10d84b808886d7a91ab0c423d4fc751384c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.11658800010082,0.1111111111111111,0.0,4.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,b32de10d84b808886d7a91ab0c423d4fc751384c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.11658800010082,0.16279069767441862,0.0,14.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,9ea3669528c2b295f21770cb7f70d0c4b4389223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.60074500003066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,9ea3669528c2b295f21770cb7f70d0c4b4389223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.60074500003066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,9ea3669528c2b295f21770cb7f70d0c4b4389223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.60074500003066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,9ea3669528c2b295f21770cb7f70d0c4b4389223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.60074500003066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,9ea3669528c2b295f21770cb7f70d0c4b4389223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.60074500003066,0.02564102564102564,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,50,9ea3669528c2b295f21770cb7f70d0c4b4389223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.60074500003066,0.1111111111111111,0.0,10.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,1,9863f5765ba70f7ff336a580346ef70205abbbd8,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.002331002331002331,115.31434699986676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,9863f5765ba70f7ff336a580346ef70205abbbd8,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.002331002331002331,115.31434699986676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,5,9863f5765ba70f7ff336a580346ef70205abbbd8,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.002331002331002331,115.31434699986676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,10,9863f5765ba70f7ff336a580346ef70205abbbd8,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.002331002331002331,115.31434699986676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,20,9863f5765ba70f7ff336a580346ef70205abbbd8,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.002331002331002331,115.31434699986676,0.02564102564102564,0.07692307692307693,1.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.6,50,9863f5765ba70f7ff336a580346ef70205abbbd8,0.02,0.07692307692307693,0.03174603174603175,1.0,0.0367035142569132,0.030303030303030304,0.002331002331002331,115.31434699986676,0.041666666666666664,0.07692307692307693,4.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.6,1,ced63053eb631c78a4ddd8c85ec0f3323a631a54,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,151.04756200025804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.6,3,ced63053eb631c78a4ddd8c85ec0f3323a631a54,0.3333333333333333,1.0,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,151.04756200025804,0.2,1.0,1.0,1.0,0.0,0.0,1.0,0.0
weighted_fusion,0.6,5,ced63053eb631c78a4ddd8c85ec0f3323a631a54,0.2,1.0,0.33333333333333337,1.0,0.5,0.3333333333333333,0.3333333333333333,151.04756200025804,0.1111111111111111,1.0,1.0,1.0,0.0,0.0,1.0,0.0
weighted_fusion,0.6,10,ced63053eb631c78a4ddd8c85ec0f3323a631a54,0.1,1.0,0.18181818181818182,1.0,0.5,0.3333333333333333,0.3333333333333333,151.04756200025804,0.1111111111111111,1.0,2.0,1.0,0.0,0.0,1.0,0.0
weighted_fusion,0.6,20,ced63053eb631c78a4ddd8c85ec0f3323a631a54,0.05,1.0,0.09523809523809523,1.0,0.5,0.3333333333333333,0.3333333333333333,151.04756200025804,0.17647058823529413,1.0,6.0,1.0,1.0,1.0,0.0,0.0
