method,alpha,k,qid,precision,recall,f1,hit_rate,ndcg,mrr,ap,latency_total_ms,candidate_jaccard,oracle_union_recall,bm25_dense_overlap,bm25_gold_hits,dense_gold_hits,both_gold_hits,bm25_only_gold_hits,dense_only_gold_hits
weighted_fusion,0.0,1,397a1e851aab41c455c2b284f5e4947500d797f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.948907999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,397a1e851aab41c455c2b284f5e4947500d797f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.948907999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,397a1e851aab41c455c2b284f5e4947500d797f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.948907999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,397a1e851aab41c455c2b284f5e4947500d797f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.948907999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,397a1e851aab41c455c2b284f5e4947500d797f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.948907999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,397a1e851aab41c455c2b284f5e4947500d797f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.948907999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,1,cc8b4ed3985f9bfbe1b5d7761b31d9bd6a965444,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.029478458049886618,126.96734399992238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,cc8b4ed3985f9bfbe1b5d7761b31d9bd6a965444,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.029478458049886618,126.96734399992238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,cc8b4ed3985f9bfbe1b5d7761b31d9bd6a965444,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.029478458049886618,126.96734399992238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,cc8b4ed3985f9bfbe1b5d7761b31d9bd6a965444,0.1,0.14285714285714285,0.11764705882352941,1.0,0.08274602130532004,0.1111111111111111,0.029478458049886618,126.96734399992238,0.05263157894736842,0.14285714285714285,1.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,20,cc8b4ed3985f9bfbe1b5d7761b31d9bd6a965444,0.05,0.14285714285714285,0.07407407407407408,1.0,0.08274602130532004,0.1111111111111111,0.029478458049886618,126.96734399992238,0.14285714285714285,0.14285714285714285,5.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,50,cc8b4ed3985f9bfbe1b5d7761b31d9bd6a965444,0.04,0.2857142857142857,0.07017543859649124,1.0,0.14438534138492404,0.1111111111111111,0.029478458049886618,126.96734399992238,0.16279069767441862,0.2857142857142857,14.0,0.0,2.0,0.0,0.0,2.0
weighted_fusion,0.0,1,f7662b11e87c1e051e13799413f3db459ac3e19c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.17820800008303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,f7662b11e87c1e051e13799413f3db459ac3e19c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.17820800008303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,f7662b11e87c1e051e13799413f3db459ac3e19c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.17820800008303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,f7662b11e87c1e051e13799413f3db459ac3e19c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.17820800008303,0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,f7662b11e87c1e051e13799413f3db459ac3e19c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.17820800008303,0.02564102564102564,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,f7662b11e87c1e051e13799413f3db459ac3e19c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.17820800008303,0.030927835051546393,0.0,3.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,1,b584739622d0c53830e60430b13fd3ae6ff43669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.8693689998945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,b584739622d0c53830e60430b13fd3ae6ff43669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.8693689998945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,b584739622d0c53830e60430b13fd3ae6ff43669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.8693689998945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,b584739622d0c53830e60430b13fd3ae6ff43669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.8693689998945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,b584739622d0c53830e60430b13fd3ae6ff43669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.8693689998945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,b584739622d0c53830e60430b13fd3ae6ff43669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.8693689998945,0.041666666666666664,0.0,4.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,1,2849c2944c47cf1de62b539c5d3c396a3e8d283a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.68795499990483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,2849c2944c47cf1de62b539c5d3c396a3e8d283a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.68795499990483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,2849c2944c47cf1de62b539c5d3c396a3e8d283a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.68795499990483,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,2849c2944c47cf1de62b539c5d3c396a3e8d283a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.68795499990483,0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,2849c2944c47cf1de62b539c5d3c396a3e8d283a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.68795499990483,0.02564102564102564,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,2849c2944c47cf1de62b539c5d3c396a3e8d283a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.68795499990483,0.030927835051546393,0.0,3.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,1,1a6156189297b2fe17f174ef55cbd20341bb7dbf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.98044199983997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,1a6156189297b2fe17f174ef55cbd20341bb7dbf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.98044199983997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,1a6156189297b2fe17f174ef55cbd20341bb7dbf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.98044199983997,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,1a6156189297b2fe17f174ef55cbd20341bb7dbf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.98044199983997,0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,1a6156189297b2fe17f174ef55cbd20341bb7dbf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.98044199983997,0.02564102564102564,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,1a6156189297b2fe17f174ef55cbd20341bb7dbf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.98044199983997,0.030927835051546393,0.0,3.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,1,3319d56556ae1597a86384057db0831e32774b90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.76384200000757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,3319d56556ae1597a86384057db0831e32774b90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.76384200000757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,3319d56556ae1597a86384057db0831e32774b90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.76384200000757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,3319d56556ae1597a86384057db0831e32774b90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.76384200000757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,3319d56556ae1597a86384057db0831e32774b90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.76384200000757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,3319d56556ae1597a86384057db0831e32774b90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.76384200000757,0.06382978723404255,0.0,6.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,1,8cbe3fa4ec0f66071e3d6b829b09b6395b631c44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.89657800000532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,8cbe3fa4ec0f66071e3d6b829b09b6395b631c44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.89657800000532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,8cbe3fa4ec0f66071e3d6b829b09b6395b631c44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.89657800000532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,8cbe3fa4ec0f66071e3d6b829b09b6395b631c44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.89657800000532,0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,8cbe3fa4ec0f66071e3d6b829b09b6395b631c44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.89657800000532,0.05263157894736842,0.0,2.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,8cbe3fa4ec0f66071e3d6b829b09b6395b631c44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.89657800000532,0.07526881720430108,0.0,7.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,1,85e417231a4bbb6691f7a89bd81710525f8fec4c,0.0,0.0,0.0,0.0,0.0,0.1,0.014285714285714287,182.76343200000156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,85e417231a4bbb6691f7a89bd81710525f8fec4c,0.0,0.0,0.0,0.0,0.0,0.1,0.014285714285714287,182.76343200000156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,85e417231a4bbb6691f7a89bd81710525f8fec4c,0.0,0.0,0.0,0.0,0.0,0.1,0.014285714285714287,182.76343200000156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,85e417231a4bbb6691f7a89bd81710525f8fec4c,0.1,0.14285714285714285,0.11764705882352941,1.0,0.07945707943276742,0.1,0.014285714285714287,182.76343200000156,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,20,85e417231a4bbb6691f7a89bd81710525f8fec4c,0.05,0.14285714285714285,0.07407407407407408,1.0,0.07945707943276742,0.1,0.014285714285714287,182.76343200000156,0.02564102564102564,0.14285714285714285,1.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,50,85e417231a4bbb6691f7a89bd81710525f8fec4c,0.02,0.14285714285714285,0.03508771929824562,1.0,0.07945707943276742,0.1,0.014285714285714287,182.76343200000156,0.030927835051546393,0.14285714285714285,3.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,1,57ee20f494d8ce3fae46028c3f3551d180dba3e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.9772739999862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,57ee20f494d8ce3fae46028c3f3551d180dba3e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.9772739999862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,57ee20f494d8ce3fae46028c3f3551d180dba3e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.9772739999862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,57ee20f494d8ce3fae46028c3f3551d180dba3e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.9772739999862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,57ee20f494d8ce3fae46028c3f3551d180dba3e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.9772739999862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,57ee20f494d8ce3fae46028c3f3551d180dba3e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.9772739999862,0.010101010101010102,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,1,2974237446d04da33b78ce6d22a477cdf80877b7,0.0,0.0,0.0,0.0,0.0,0.0625,0.060654623154623145,132.36805699989418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,2974237446d04da33b78ce6d22a477cdf80877b7,0.0,0.0,0.0,0.0,0.0,0.0625,0.060654623154623145,132.36805699989418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,2974237446d04da33b78ce6d22a477cdf80877b7,0.0,0.0,0.0,0.0,0.0,0.0625,0.060654623154623145,132.36805699989418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,2974237446d04da33b78ce6d22a477cdf80877b7,0.0,0.0,0.0,0.0,0.0,0.0625,0.060654623154623145,132.36805699989418,0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,2974237446d04da33b78ce6d22a477cdf80877b7,0.05,0.3333333333333333,0.08695652173913045,1.0,0.11480929472601784,0.0625,0.060654623154623145,132.36805699989418,0.05263157894736842,0.3333333333333333,2.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,50,2974237446d04da33b78ce6d22a477cdf80877b7,0.06,1.0,0.11320754716981131,1.0,0.28843760159955023,0.0625,0.060654623154623145,132.36805699989418,0.06382978723404255,1.0,6.0,0.0,3.0,0.0,0.0,3.0
weighted_fusion,0.0,1,bc8526d4805e2554adb2e9c01736d3f3a3b19895,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.008771929824561403,153.45017099980396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,bc8526d4805e2554adb2e9c01736d3f3a3b19895,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.008771929824561403,153.45017099980396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,bc8526d4805e2554adb2e9c01736d3f3a3b19895,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.008771929824561403,153.45017099980396,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,bc8526d4805e2554adb2e9c01736d3f3a3b19895,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.008771929824561403,153.45017099980396,0.25,0.0,4.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,bc8526d4805e2554adb2e9c01736d3f3a3b19895,0.05,0.16666666666666666,0.07692307692307691,1.0,0.07001560573318605,0.05263157894736842,0.008771929824561403,153.45017099980396,0.25,0.16666666666666666,8.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,50,bc8526d4805e2554adb2e9c01736d3f3a3b19895,0.02,0.16666666666666666,0.03571428571428571,1.0,0.07001560573318605,0.05263157894736842,0.008771929824561403,153.45017099980396,0.13636363636363635,0.16666666666666666,12.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,1,a0fd0c0fe042ad045b8d5095c81643ef3a352b81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.07534800005487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,a0fd0c0fe042ad045b8d5095c81643ef3a352b81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.07534800005487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,a0fd0c0fe042ad045b8d5095c81643ef3a352b81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.07534800005487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,a0fd0c0fe042ad045b8d5095c81643ef3a352b81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.07534800005487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,a0fd0c0fe042ad045b8d5095c81643ef3a352b81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.07534800005487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,a0fd0c0fe042ad045b8d5095c81643ef3a352b81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.07534800005487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,1,6e040e80f2da69d50386a90a38ed6d2fa4f77bbd,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.047619047619047616,160.07718500009105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,6e040e80f2da69d50386a90a38ed6d2fa4f77bbd,0.3333333333333333,0.125,0.18181818181818182,1.0,0.23463936301137822,0.3333333333333333,0.047619047619047616,160.07718500009105,0.0,0.125,0.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,5,6e040e80f2da69d50386a90a38ed6d2fa4f77bbd,0.2,0.125,0.15384615384615385,1.0,0.16958010263680806,0.3333333333333333,0.047619047619047616,160.07718500009105,0.0,0.125,0.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,10,6e040e80f2da69d50386a90a38ed6d2fa4f77bbd,0.1,0.125,0.11111111111111112,1.0,0.12647135138382856,0.3333333333333333,0.047619047619047616,160.07718500009105,0.05263157894736842,0.125,1.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,20,6e040e80f2da69d50386a90a38ed6d2fa4f77bbd,0.05,0.125,0.07142857142857144,1.0,0.12647135138382856,0.3333333333333333,0.047619047619047616,160.07718500009105,0.02564102564102564,0.125,1.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,50,6e040e80f2da69d50386a90a38ed6d2fa4f77bbd,0.04,0.25,0.06896551724137932,1.0,0.17308586693036013,0.3333333333333333,0.047619047619047616,160.07718500009105,0.06382978723404255,0.375,6.0,1.0,2.0,0.0,1.0,2.0
weighted_fusion,0.0,1,aebd1f0d728d0de5f76238844da044a44109f76f,0.0,0.0,0.0,0.0,0.0,0.25,0.03431372549019608,254.92966100000558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,aebd1f0d728d0de5f76238844da044a44109f76f,0.0,0.0,0.0,0.0,0.0,0.25,0.03431372549019608,254.92966100000558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,aebd1f0d728d0de5f76238844da044a44109f76f,0.2,0.1111111111111111,0.14285714285714285,1.0,0.14606834984270645,0.25,0.03431372549019608,254.92966100000558,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,0.0,1.0
weighted_fusion,0.0,10,aebd1f0d728d0de5f76238844da044a44109f76f,0.1,0.1111111111111111,0.10526315789473685,1.0,0.1012286082123002,0.25,0.03431372549019608,254.92966100000558,0.05263157894736842,0.2222222222222222,1.0,2.0,1.0,1.0,1.0,0.0
weighted_fusion,0.0,20,aebd1f0d728d0de5f76238844da044a44109f76f,0.05,0.1111111111111111,0.06896551724137932,1.0,0.1012286082123002,0.25,0.03431372549019608,254.92966100000558,0.05263157894736842,0.2222222222222222,2.0,2.0,1.0,1.0,1.0,0.0
weighted_fusion,0.0,50,aebd1f0d728d0de5f76238844da044a44109f76f,0.04,0.2222222222222222,0.06779661016949154,1.0,0.1470528586266359,0.25,0.03431372549019608,254.92966100000558,0.02040816326530612,0.3333333333333333,2.0,2.0,2.0,1.0,1.0,1.0
weighted_fusion,0.0,1,cb4086ad022197da79f28dc609d0de90108c4543,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.010442046641141666,253.79574199996568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,cb4086ad022197da79f28dc609d0de90108c4543,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.010442046641141666,253.79574199996568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,cb4086ad022197da79f28dc609d0de90108c4543,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.010442046641141666,253.79574199996568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,cb4086ad022197da79f28dc609d0de90108c4543,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.010442046641141666,253.79574199996568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,cb4086ad022197da79f28dc609d0de90108c4543,0.05,0.07692307692307693,0.060606060606060615,1.0,0.04477964588350192,0.058823529411764705,0.010442046641141666,253.79574199996568,0.0,0.15384615384615385,0.0,1.0,1.0,0.0,1.0,1.0
weighted_fusion,0.0,50,cb4086ad022197da79f28dc609d0de90108c4543,0.04,0.15384615384615385,0.0634920634920635,1.0,0.08405034678660153,0.058823529411764705,0.010442046641141666,253.79574199996568,0.02040816326530612,0.15384615384615385,2.0,1.0,2.0,1.0,0.0,1.0
weighted_fusion,0.0,1,756a8a9125e6984e0ca768b653c6c760efa3db66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.06858400004239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,756a8a9125e6984e0ca768b653c6c760efa3db66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.06858400004239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,756a8a9125e6984e0ca768b653c6c760efa3db66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.06858400004239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,756a8a9125e6984e0ca768b653c6c760efa3db66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.06858400004239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,756a8a9125e6984e0ca768b653c6c760efa3db66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.06858400004239,0.02564102564102564,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,756a8a9125e6984e0ca768b653c6c760efa3db66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.06858400004239,0.041666666666666664,0.0,4.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,1,fe52b093735bb456d7e699aa9a2b806d2b498ba0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.69715099992936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,fe52b093735bb456d7e699aa9a2b806d2b498ba0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.69715099992936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,fe52b093735bb456d7e699aa9a2b806d2b498ba0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.69715099992936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,fe52b093735bb456d7e699aa9a2b806d2b498ba0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.69715099992936,0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,fe52b093735bb456d7e699aa9a2b806d2b498ba0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.69715099992936,0.05263157894736842,0.0,2.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,fe52b093735bb456d7e699aa9a2b806d2b498ba0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.69715099992936,0.06382978723404255,0.25,6.0,1.0,0.0,0.0,1.0,0.0
weighted_fusion,0.0,1,7748c072e07d6c6db5a34be38b4a5e97ac6d7999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.14018099979876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,7748c072e07d6c6db5a34be38b4a5e97ac6d7999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.14018099979876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,7748c072e07d6c6db5a34be38b4a5e97ac6d7999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.14018099979876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,7748c072e07d6c6db5a34be38b4a5e97ac6d7999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.14018099979876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,20,7748c072e07d6c6db5a34be38b4a5e97ac6d7999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.14018099979876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,50,7748c072e07d6c6db5a34be38b4a5e97ac6d7999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.14018099979876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,1,c97306c1be5d59cf27b1054adfa8f1da47d292ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.03256500000498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,3,c97306c1be5d59cf27b1054adfa8f1da47d292ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.03256500000498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,5,c97306c1be5d59cf27b1054adfa8f1da47d292ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.03256500000498,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weighted_fusion,0.0,10,c97306c1be5d59cf27b1054adfa8f1da47d292ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.03256500000498,0.17647058823529413,0.0,3.0,0.0,0.0,0.0,0.0,0.0
